num_points,volume,eig1,eig2,eig3,label
7568,18.618059530989367,2.1129880004689356,1.037376172109158,3.816663582994888e-05,wall
7435,21.04839881554092,2.3223139476334915,1.2146773508020108,3.758390130754851e-05,wall
7512,20.10237503618575,2.1989185778843527,1.2431392618707833,3.8765132103681536e-05,wall
7410,20.472220579434403,2.244517822795184,1.2047172562892154,3.674869139767243e-05,wall
7615,20.628331123284877,2.3299657282348507,1.2860604267437257,3.757102717887165e-05,wall
7443,18.805466139303167,2.0945023458367173,1.178067769758201,4.369936573586633e-05,wall
7534,10.872837192180194,1.99829519566964,0.9526059967700933,3.4892956253474365e-05,wall
7459,20.885293963240542,2.203027595095179,1.2220290298592285,3.930206828156228e-05,wall
7510,20.62740029625863,2.232448715065483,1.2014897903039492,3.692682852744535e-05,wall
7610,20.725277614503646,2.357551450316539,1.2960743517850053,3.554136427747937e-05,wall
7532,20.752210358255564,2.359934933796431,3.459388915773972e-05,1.2042131065857462,wall
7481,20.60492139226212,2.3506691521786784,1.130169054285488,2.964365343458422e-05,wall
7446,19.57958099566425,2.2258025158710737,1.279880174251361,3.9738084758025635e-05,wall
7582,20.425553784571346,2.404468508214989,1.3315588196232613,3.780608463910344e-05,wall
7509,20.59012821829031,2.3351226757071832,3.4639842604571746e-05,1.2098681850113233,wall
7551,20.678154391947555,2.2783107931281537,1.2628644349222662,3.9469069636922454e-05,wall
7585,20.63172555047634,2.3305220768318455,1.3344547417494859,3.7127844829467714e-05,wall
7448,19.000901262053866,2.0327173061891504,1.3479304156428165,6.005468043742536e-05,wall
7586,20.781113285454047,2.2748246910987295,1.2890426465330398,3.7490659079313046e-05,wall
7525,20.810886555141995,2.3647083426180435,1.2754589863657566,3.6385284699408774e-05,wall
7543,20.734307081222163,2.317508696975805,3.5590467396823945e-05,1.3098355080694826,wall
7517,17.358113281047256,2.0436607299979492,0.9167450859628611,3.036783691599926e-05,wall
7550,21.10189842465762,2.268837294298806,1.2865987354667887,3.927075689848063e-05,wall
7578,20.53013627865129,2.355729107012083,1.2896217806702894,3.751368076927848e-05,wall
7506,20.545250016615817,2.2727677868740725,1.1864452504472571,3.2873407106972755e-05,wall
7508,17.377544544672688,2.0222880476874945,0.9113128997929448,3.314204814617975e-05,wall
7695,20.77855592414368,2.2951164134403617,1.2915196483722617,3.9033926227911294e-05,wall
7565,20.432006061880276,2.3089168292315927,1.3327302134965557,3.935858195704302e-05,wall
7352,19.52217165670988,2.173730230942777,1.1941579253065495,3.8878981670197404e-05,wall
7599,21.433150606679543,2.166162088927062,1.2030488165548576,4.2466948607557986e-05,wall
7492,17.50308637399139,2.1468593371338534,0.9061078220647818,3.26695313849721e-05,wall
7610,20.76806202751768,2.334721349546963,1.2974743413511303,3.838032456996067e-05,wall
7511,20.268629301086815,2.3114631133743155,1.3268064097195889,3.9197601676756247e-05,wall
7437,19.936033049627337,2.2063961212771757,1.282216692563322,3.971925744777721e-05,wall
7632,20.755458341043575,2.366959016969962,1.2958688543633916,3.5642663110646114e-05,wall
7394,18.408494519430104,2.08387286729501,0.9393655963407379,3.441241518795682e-05,wall
7610,20.570799769060866,2.2880027805548675,1.2504460386652492,3.8098376938994835e-05,wall
7579,20.63411035876057,2.3382495283950178,1.2391342257318507,3.3014390182200513e-05,wall
7665,20.832998263833634,2.2742771872990195,1.2591715815769438,3.6787734870521286e-05,wall
